Patch Colors
9, -9, 0
15, -9, 105
9, -4, 55
-11, -15, 55
-6, -11, 55
-15, -9, 55
-16, 0, 55
1, -6, 55
-15, 5, 115
4, -6, 55
-3, -6, 55
3, 12, 55
13, -14, 55
-2, 14, 55
8, 5, 55
13, 9, 105
4, -8, 55
-8, 13, 55
-7, 8, 0
-6, -13, 55
6, 15, 55
-14, -2, 55
-9, 12, 55
-2, -12, 55
14, -10, 55
-6, 6, 55
-10, 0, 55
6, -7, 55
0, 0, 55
-5, 7, 55
16, 16, 55
-3, -12, 55
-13, -7, 55
-5, -10, 55
14, -13, 55
6, -12, 55
-16, 3, 55
0, 1, 55
-13, 16, 0
-3, -16, 55
11, 12, 0
-14, 6, 0
-6, 7, 55
1, -3, 105
7, 9, 55
-7, 4, 55
-15, -5, 55
-14, -15, 55
2, -2, 0
0, -14, 55
-10, 5, 55
7, -15, 55
8, 8, 55
-6, 13, 55
0, 2, 105
-5, 15, 55
-14, -3, 55
-10, 3, 55
-7, 1, 55
9, 15, 55
15, 4, 55
5, 12, 115
13, 8, 0
-1, 14, 55
-7, 13, 55
-16, 2, 55
-2, -8, 55
-3, 10, 55
5, -13, 0
7, -8, 105
14, 4, 55
-11, 12, 0
15, 2, 0
-2, 3, 55
10, 8, 55
-16, 8, 55
2, 5, 55
-15, -1, 55
-2, 1, 55
5, 4, 55
-15, 1, 55
8, -12, 55
14, 12, 55
-8, 16, 55
12, -8, 55
-2, 8, 0
-7, 0, 55
13, -11, 55
-3, 13, 55
7, 2, 55
-11, -7, 55
16, -4, 105
-15, 14, 0
0, 5, 55
16, -8, 55
5, 9, 55
-15, 12, 55
7, 11, 55
9, -6, 55
2, -3, 55
11, -11, 55
-11, -14, 55
7, 14, 55
-13, 0, 55
-16, -9, 55
-11, 13, 55
-15, -13, 0
14, -12, 55
-5, -6, 55
7, 13, 55
-2, 7, 55
-14, 16, 55
10, -6, 55
-12, -14, 55
-9, 14, 55
-16, -13, 55
8, -3, 55
-5, 12, 55
-13, 9, 55
2, -13, 55
-15, 9, 55
-5, -11, 55
8, -6, 55
-5, -8, 55
15, 3, 55
10, -15, 55
3, -15, 55
1, 13, 55
-3, 9, 55
0, -9, 55
13, -15, 55
-3, 6, 55
0, 11, 55
11, -2, 55
5, 8, 55
6, 12, 55
-6, 9, 55
-9, 3, 0
14, 0, 55
-16, 16, 9.9
16, 14, 55
14, -5, 55
-5, -9, 55
8, -14, 55
1, 0, 55
7, -4, 55
-16, -8, 55
3, 11, 55
11, -13, 55
0, -15, 55
-4, 12, 0
-4, -1, 55
-16, -11, 55
-11, -11, 55
-8, 14, 55
15, -5, 0
-12, -7, 55
-10, 13, 55
-10, -12, 55
11, -4, 0
1, -11, 55
-5, 1, 55
-6, 14, 105
3, 2, 55
-5, -14, 55
4, 11, 55
-14, 4, 55
-8, -4, 55
-7, -7, 55
-5, -4, 55
6, -10, 55
2, 10, 55
-6, 3, 55
-10, -4, 55
8, 12, 55
-15, -10, 55
-2, 16, 55
-15, 16, 55
-3, -3, 55
-13, 10, 55
-14, -12, 55
-12, -1, 55
-12, 10, 55
-2, -9, 55
-9, -3, 55
11, -16, 55
-1, 9, 55
-16, -2, 55
-12, 2, 55
-9, 10, 55
-16, -1, 55
-16, 4, 55
10, -2, 55
1, 3, 55
2, -7, 0
-9, 8, 55
-5, 10, 55
2, -8, 55
7, 7, 55
9, 9, 55
-3, 4, 55
-6, -7, 0
9, 11, 55
4, -1, 55
10, -4, 55
9, 4, 105
-11, -12, 55
-2, -10, 55
-13, -15, 55
16, -15, 55
7, 3, 55
3, -7, 55
3, -12, 55
-12, 11, 55
0, 7, 55
-2, -13, 55
-10, -9, 55
-4, 11, 55
14, 10, 55
1, 11, 55
5, 10, 55
-9, 0, 115
-4, 5, 55
-14, 0, 55
-9, -6, 55
6, -16, 55
11, 6, 55
11, -12, 55
5, -16, 55
-1, 8, 55
9, -11, 105
-11, 1, 55
-6, 1, 55
-9, 13, 55
-8, -16, 55
-16, 5, 55
9, 8, 55
-11, 9, 55
0, -13, 55
-16, -5, 55
-8, -3, 55
3, 16, 55
-1, -5, 55
-10, 14, 55
4, -12, 55
-11, -2, 55
11, -6, 55
-5, 0, 55
13, -12, 55
16, -14, 55
-4, 6, 55
0, -10, 0
-13, -16, 55
-7, 5, 55
7, -5, 55
0, -6, 115
-5, -15, 55
-13, -13, 55
-3, 11, 55
6, 5, 55
-7, -4, 55
11, 1, 55
-2, 10, 55
-4, -6, 55
16, 13, 55
5, -11, 55
-5, -12, 55
15, -13, 55
14, -2, 55
-8, -12, 55
9, 3, 55
2, 0, 55
16, -11, 55
8, 2, 55
6, 10, 55
-13, -10, 55
6, -4, 55
2, -5, 55
-14, 14, 115
11, 13, 55
10, 16, 55
3, -3, 55
-8, 7, 0
-1, 6, 55
-5, -2, 55
-7, -10, 55
-16, 13, 55
-11, -6, 55
16, -7, 55
-9, 15, 55
-11, 3, 55
4, 14, 55
-5, -16, 55
-14, -6, 55
7, 8, 55
-11, 2, 55
10, -3, 105
8, 4, 55
-10, 9, 55
-15, 8, 55
-7, -5, 105
3, 6, 55
-14, -10, 55
13, -10, 55
0, 3, 55
6, 0, 55
-13, 3, 55
-8, 9, 55
4, 5, 55
-1, -6, 55
2, 15, 55
-7, -11, 55
5, -14, 105
-14, 13, 55
6, 8, 55
6, 11, 105
14, -9, 55
9, 12, 55
-4, 15, 55
7, 0, 55
-8, 10, 55
14, -4, 55
-6, -3, 55
3, 8, 55
12, 14, 55
14, -14, 55
2, 9, 55
1, 1, 55
-5, -7, 55
-9, -5, 55
1, -8, 55
7, -2, 55
14, 7, 55
12, 15, 55
8, -16, 55
-5, 5, 55
4, -9, 55
-4, 13, 55
-6, -1, 0
6, -5, 55
14, -8, 55
-6, 12, 55
5, -2, 55
-15, 10, 0
-10, -2, 55
9, -13, 0
1, 4, 55
-8, -1, 55
16, -5, 55
-12, 7, 55
3, -10, 55
16, 6, 55
-9, -4, 55
-15, -7, 0
11, 11, 55
11, -3, 55
-8, -6, 0
10, -8, 55
-13, 6, 0
13, 13, 55
10, 0, 55
10, -16, 0
-13, -11, 55
12, -10, 55
4, -7, 55
13, 1, 0
10, 1, 55
16, 15, 55
-1, -3, 55
-6, 15, 55
11, 3, 105
16, 3, 55
5, 13, 0
2, -4, 0
3, 9, 55
3, 5, 55
-14, 7, 55
16, 7, 55
1, -5, 0
-1, -13, 55
-3, -14, 55
-15, -8, 55
-16, 6, 55
15, 11, 55
12, 13, 55
-11, 4, 55
14, -11, 55
-3, 15, 55
6, -9, 55
10, 13, 55
-2, 6, 115
-9, -9, 55
5, 16, 55
-12, -4, 55
-15, -12, 55
-3, -9, 55
-5, 16, 55
11, 8, 55
-3, -1, 55
14, 6, 55
-3, 8, 55
14, 9, 55
1, 6, 55
-1, 15, 55
-6, 2, 55
13, 3, 55
8, -15, 55
-9, -16, 55
-1, -1, 55
-14, -4, 55
-6, -6, 55
3, -2, 55
-10, 7, 55
15, 14, 55
14, 5, 0
10, 14, 55
5, -4, 55
15, -2, 55
-14, 2, 55
11, 4, 55
-8, -7, 55
5, 5, 55
5, -10, 55
1, -15, 55
-13, -1, 55
-15, 15, 55
1, 9, 55
13, 0, 55
-6, 8, 55
-13, -2, 55
3, 3, 55
-11, -1, 55
-9, -15, 55
-13, -9, 55
5, 3, 55
-13, 12, 55
15, -8, 55
-7, 9, 55
-12, 4, 55
-15, -11, 55
13, 12, 55
-10, -16, 55
14, -6, 55
6, -1, 55
-3, -2, 55
-7, -2, 55
9, -14, 55
7, 12, 115
2, -14, 55
8, -5, 55
-3, -8, 55
7, -9, 55
-13, -4, 55
8, -2, 55
-13, 11, 55
16, 5, 55
-10, 4, 55
2, -15, 55
8, 9, 55
9, 2, 55
-12, 12, 55
-12, -10, 0
8, -1, 55
0, 4, 55
8, 3, 55
-9, -7, 55
-9, 5, 55
-10, 8, 55
-6, -16, 55
5, -12, 55
-15, -15, 55
-14, -11, 55
8, 14, 0
-1, -9, 55
-15, 0, 55
9, -3, 55
-1, 13, 55
13, -16, 55
-8, 6, 55
-13, 1, 55
-12, -2, 55
7, 15, 55
4, -5, 55
-14, -14, 55
3, -5, 55
-10, 6, 55
12, 12, 55
-16, -7, 55
-9, -2, 55
-11, 5, 55
-12, 0, 55
6, 13, 55
11, -9, 55
-2, 4, 55
11, -1, 55
-8, -10, 55
-3, -11, 55
-6, -2, 55
-1, 3, 55
-6, -9, 55
11, -15, 55
8, -13, 55
15, 0, 55
13, 10, 55
-13, 7, 55
-8, -5, 55
-13, 8, 105
6, 4, 55
-2, 9, 55
-3, 14, 55
-15, -3, 55
-8, 4, 55
12, -5, 115
13, 16, 55
5, 2, 55
-12, 6, 55
-15, 6, 55
-8, -2, 55
-1, 12, 55
4, 3, 55
-2, -2, 55
-7, -6, 55
-10, 11, 55
0, 12, 55
0, 16, 55
-3, 1, 0
-14, 1, 0
-11, 7, 105
15, 1, 55
-6, 10, 55
16, -2, 55
12, -12, 55
11, 0, 55
-15, -4, 55
-8, 1, 55
-11, -3, 55
-7, -16, 0
-15, -16, 55
2, -16, 55
-7, 7, 55
-7, -12, 55
4, 10, 55
12, 8, 55
6, 9, 55
0, -1, 55
13, 14, 55
13, 5, 55
4, -10, 55
1, 14, 0
12, 10, 55
6, 16, 55
3, -16, 55
2, 14, 55
2, 7, 55
5, 15, 55
10, 3, 55
-8, 2, 115
6, 1, 55
-2, -4, 55
3, -6, 55
-10, -3, 55
15, 8, 55
-14, 8, 55
3, -1, 105
1, 5, 55
-7, 11, 55
3, -9, 55
-6, 11, 55
-9, -10, 55
-10, -11, 55
-3, -5, 55
16, 4, 55
-8, 3, 55
-3, 2, 55
10, -9, 55
9, 1, 105
0, 10, 55
-10, -14, 55
0, -7, 55
3, -11, 0
-3, 12, 55
1, 16, 55
-12, 1, 55
16, 0, 55
-14, -1, 55
15, -10, 55
4, 12, 105
-13, -14, 55
-7, 15, 55
-7, 6, 55
